Year,Année,ISO,Jurisdiction,Juridiction,Treatment,Traitement,Tenure (En),Tenure (Fr),Area (hectares),Data qualifier,Superficie (en hectare),Qualificatifs de données
1990,1990,AB,Alberta,Alberta,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
1990,1990,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,37,a,37,a
1990,1990,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,,u,,u
1990,1990,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,36319,a,36319,a
1990,1990,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,,u,,u
1990,1990,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
1990,1990,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
1990,1990,AB,Alberta,Alberta,Other*d,Autres*d,Provincial land,Terres provinciales,184,a,184,a
1990,1990,AB,Alberta,Alberta,Other*d,Autres*d,Private land,Terres privées,,u,,u
1990,1990,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
1990,1990,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,25,r,25,r
1990,1990,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
1990,1990,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Federal land,Terres fédérales,107,a,107,a
1990,1990,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,25521,r,25521,r
1990,1990,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,171,r,171,r
1990,1990,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,92898,r,92898,r
1990,1990,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,52,r,52,r
1990,1990,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,4667,r,4667,r
1990,1990,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Private land,Terres privées,0,r,0,r
1990,1990,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Provincial land,Terres provinciales,28208,r,28208,r
1990,1990,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Private land,Terres privées,3,r,3,r
1990,1990,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
1990,1990,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
1990,1990,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
1990,1990,MB,Manitoba,Manitoba,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
1990,1990,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
1990,1990,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
1990,1990,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,8023,a,8023,a
1990,1990,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,,u,,u
1990,1990,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,55,a,55,a
1990,1990,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
1990,1990,MB,Manitoba,Manitoba,Other*d,Autres*d,Provincial land,Terres provinciales,,u,,u
1990,1990,MB,Manitoba,Manitoba,Other*d,Autres*d,Private land,Terres privées,,u,,u
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,43,a,43,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,56,a,56,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,20,a,20,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,7405,a,7405,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,7119,a,7119,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,120,a,120,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Private land,Terres privées,1401,a,1401,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Provincial land,Terres provinciales,3685,a,3685,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Private land,Terres privées,210,a,210,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,739,a,739,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,1215,a,1215,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,0,a,0,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,298,a,298,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Private land,Terres privées,78,a,78,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Federal land,Terres fédérales,12,a,12,a
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,,n,,n
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,,n,,n
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,1402,a,1402,a
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,6627,a,6627,a
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,278,a,278,a
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Private land,Terres privées,1255,a,1255,a
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,,u,,u
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,0,a,0,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,,u,,u
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,Other*d,Autres*d,Private land,Terres privées,,u,,u
1990,1990,NU,Nunavut,Nunavut,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
1990,1990,NU,Nunavut,Nunavut,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
1990,1990,NU,Nunavut,Nunavut,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
1990,1990,NU,Nunavut,Nunavut,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
1990,1990,ON,Ontario,Ontario,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
1990,1990,ON,Ontario,Ontario,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,301,a,301,a
1990,1990,ON,Ontario,Ontario,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,63,a,63,a
1990,1990,ON,Ontario,Ontario,Other*d,Autres*d,Federal land,Terres fédérales,3,a,3,a
1990,1990,ON,Ontario,Ontario,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,6167,a,6167,a
1990,1990,ON,Ontario,Ontario,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,,u,,u
1990,1990,ON,Ontario,Ontario,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,93525,a,93525,a
1990,1990,ON,Ontario,Ontario,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,1630,a,1630,a
1990,1990,ON,Ontario,Ontario,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,14176,a,14176,a
1990,1990,ON,Ontario,Ontario,Chemical treatment,Traitement chimique,Private land,Terres privées,877,a,877,a
1990,1990,ON,Ontario,Ontario,Other*d,Autres*d,Provincial land,Terres provinciales,,u,,u
1990,1990,ON,Ontario,Ontario,Other*d,Autres*d,Private land,Terres privées,,u,,u
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,45,a,45,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,237,a,237,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,100,a,100,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,363,a,363,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,19,a,19,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,Chemical treatment,Traitement chimique,Private land,Terres privées,147,a,147,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,Other*d,Autres*d,Private land,Terres privées,48,a,48,a
1990,1990,QC,Quebec,Québec,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
1990,1990,QC,Quebec,Québec,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,272,a,272,a
1990,1990,QC,Quebec,Québec,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
1990,1990,QC,Quebec,Québec,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
1990,1990,QC,Quebec,Québec,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,8,a,8,a
1990,1990,QC,Quebec,Québec,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,63,a,63,a
1990,1990,QC,Quebec,Québec,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,63821,a,63821,a
1990,1990,QC,Quebec,Québec,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,25024,a,25024,a
1990,1990,QC,Quebec,Québec,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,2261,a,2261,a
1990,1990,QC,Quebec,Québec,Chemical treatment,Traitement chimique,Private land,Terres privées,2942,a,2942,a
1990,1990,QC,Quebec,Québec,Other*d,Autres*d,Provincial land,Terres provinciales,457,a,457,a
1990,1990,QC,Quebec,Québec,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
1990,1990,SK,Saskatchewan,Saskatchewan,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
1990,1990,SK,Saskatchewan,Saskatchewan,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,252,a,252,a
1990,1990,SK,Saskatchewan,Saskatchewan,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
1990,1990,SK,Saskatchewan,Saskatchewan,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
1990,1990,SK,Saskatchewan,Saskatchewan,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
1990,1990,SK,Saskatchewan,Saskatchewan,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,,u,,u
1990,1990,SK,Saskatchewan,Saskatchewan,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,8791,a,8791,a
1990,1990,SK,Saskatchewan,Saskatchewan,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,25,a,25,a
1990,1990,SK,Saskatchewan,Saskatchewan,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
1990,1990,SK,Saskatchewan,Saskatchewan,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
1990,1990,SK,Saskatchewan,Saskatchewan,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
1990,1990,SK,Saskatchewan,Saskatchewan,Other*d,Autres*d,Private land,Terres privées,,u,,u
1990,1990,YT,Yukon,Yukon,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
1990,1990,YT,Yukon,Yukon,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
1990,1990,YT,Yukon,Yukon,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
1990,1990,YT,Yukon,Yukon,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
1990,1990,YT,Yukon,Yukon,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
1990,1990,YT,Yukon,Yukon,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
1990,1990,YT,Yukon,Yukon,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,0,a,0,a
1990,1990,YT,Yukon,Yukon,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,0,a,0,a
1990,1990,YT,Yukon,Yukon,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
1990,1990,YT,Yukon,Yukon,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
1990,1990,YT,Yukon,Yukon,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
1990,1990,YT,Yukon,Yukon,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
1991,1991,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
1991,1991,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,103,a,103,a
1991,1991,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
1991,1991,AB,Alberta,Alberta,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
1991,1991,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,340,a,340,a
1991,1991,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,,u,,u
1991,1991,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,48320,a,48320,a
1991,1991,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,,u,,u
1991,1991,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,25,a,25,a
1991,1991,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
1991,1991,AB,Alberta,Alberta,Other*d,Autres*d,Provincial land,Terres provinciales,714,a,714,a
1991,1991,AB,Alberta,Alberta,Other*d,Autres*d,Private land,Terres privées,,u,,u
1991,1991,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
1991,1991,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,96,a,96,a
1991,1991,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
1991,1991,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Federal land,Terres fédérales,215,a,215,a
1991,1991,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,27391,r,27391,r
1991,1991,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,17,r,17,r
1991,1991,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,99474,r,99474,r
